,Unnamed: 0,Column1,scope,title,manual_keywords,generated_keywords,name,description
62,62,62,OPEN vhb,Wirkungsorientierung in der Sozialen Arbeit,Effect;impact orientation;social work;impact;outcome,Social Work;Outcome-Oriented;Effectiveness;Evaluation;Analysis;Results;Reporting;Social Impact;Scalability;Professional Development,Wirkungsorientierung in der Sozialen Arbeit,
63,63,63,OPEN vhb,Deutsch als Fremdsprache – Prüfungsvorbereitung (ab Niveau B2),German;Exam preparation;Languages;German as a foreign language,German language;University admission;Exam preparation;Written test;Language exams;German proficiency;Study abroad;Language course;Test preparation;Higher education,,
64,64,64,OPEN vhb,Orthopädie - Hinter den Kulissen,Anatomy;Arthroscopy;Endoprosthetics;Orthopaedics;Trauma surgery,Orthopedics;Musculoskeletal system;Diagnosis;Treatment;Aftercare;Examination;Diagnosis methods;Operations;Gelenkes (joints);Geriatric medicine,,
65,65,65,OPEN vhb,Industry 4.0: Aspects of Human Resources Management (InnoPeer AVM Advanced Training),Human Resources Management;Human Resources;HR;Industry 4.0;Digitalisation,Industry 40;Human Resources Management;Leadership;Learning Strategies;Manufacturing;Technology;Innovation;Smart Factories;Organizational Management;Business Model Development,Industry 4.0: Aspects of Human Resources Management (InnoPeer AVM Advanced Training),
66,66,66,OPEN vhb,Hinführung zum wissenschaftlichen Arbeiten - Für Geisteswissenschaftler:innen mit Schwerpunkt Philosophie und Ethik,Humanities;Philosophy;Science;Methods;Key qualifications,Research skills;Scientific writing;Philosophy;Ethics;Humanities;Text analysis;Logical reasoning;Literature review;Presentation skills;Academic skills,,
67,67,67,OPEN vhb,Digitale Arbeitswelt:  Herausforderungen und Chancen,Digitalization;Lifelong learning;Work 4.0;Disruptions;Discontinuities,Digitalization;Future of Work;Job Market;Lifelong Learning;Employee Development;Flexibility;Job Security;Skill Acquisition;Adaptability;Workplace Transformation,Digitale Arbeitswelt: Herausforderungen und Chancen,
68,68,68,OPEN vhb,Digitale Medien - eine Einführung in die Medieninformatik,Digital media;Media informatics;Audio media;Visual media;Media editing,Digital Media;Computers;Technology;Number Systems;Audio Files;Graphics;Color Models;File Formats;Editing;Computer Science,,
69,69,69,OPEN vhb,Magische Verführer. Werbung ethisch betrachtet,Media ethics;Television;Internet;Entertainment;Advertising,Advertising;Ethics;Influence;Behavior;Responsibility;Media;Digital;Influence;Persuasion;Moral Boundaries,,
70,70,70,OPEN vhb,12 Schritte in die Philosophie – ein Grundkurs,Philosophy;Reflection;Cognition;Thinking;Knowledge,Philosophy;Online Course;Introduction;Questions;Human Nature;Knowledge;Ethics;Hope;Texts;Interactive Exercises,12 Schritte in die Philosophie – ein Grundkurs,
71,71,71,OPEN vhb,Unternehmensführung 4.0: Risiko- und Compliance-Managementsysteme,Governance;Risk;Compliance;Sustainability;Corporate management,Risk Management;Compliance Management;Business Leadership;Digitalization;Sustainability;Governance;Management Systems;Organizational Implementation;Effective Management;Corporate Governance,,
72,72,72,OPEN vhb,Technical English - Electronics Basics,technical English;electronics;electrical engineering;English,Electronics Basics;English Language;Introduction;Non-English Speakers;Vocabulary;Fundamentals;Principles;Terminology;Course;Electronics Essentials,Technical English - Electronics Basics,
73,73,73,OPEN vhb,Brücken schlagen: Von der Schulmathematik zur Hochschulmathematik,Number Ranges;Elementary Logic;Functions;Graph Theory;Mathematics,Math;University;School;Bridge;Review;Introduction;Study;Practice;Exercises;Simple Language,,
74,74,74,OPEN vhb,Deutsch als Fremdsprache – Schreibtraining (ab Niveau B1),Languages;German as a foreign language;Writing exercises;German,German language;Writing skills;Language learning;Foreign language;B1 level;Writing exam;Language proficiency;Text writing;Language training;Language course,Deutsch als Fremdsprache – Schreibtraining (ab Niveau B1),
75,75,75,OPEN vhb,inGENEious DNA - the future of data storage?,DNA;molecular biology;data storage devices;cell biology,DNA storage;Data crisis;Molecular biology;Computer technology;Information storage;Technology innovation;Data management;Gene science;Digital storage;Biotechnology,inGENEious DNA - the future of data storage?,
76,76,76,OPEN vhb,POWER – Physik Online Warm-Up für ERstsemester,Physics;bridge course;mechanics;optics;thermodynamics,Physics;University preparation;Engineering;Online course;Refreshing knowledge;Building skills;First-year students;University of applied sciences;STEM subjects;Foundation course,,
77,77,77,OPEN vhb,Chemie – Organik in Alltag und Medizin,Chemistry;Carbohydrates;Lipids;Proteins;Nucleic acids,Organic Chemistry;Everyday Life;Medicine;Chemical Reactions;Toxicity;Carcinogenic;Health Risks;Medical Examples;Quiz Questions;Interactive Learning,Chemie – Organik in Alltag und Medizin,
78,78,78,OPEN vhb,Digital Collaborative Systems in Healthcare,Collaborative Systems;Health IT;Telemedicine;eHealth;Big Data,Healthcare;Digital Systems;Collaboration;Medicine;Public Health;Global Health;Informatics;Education;Communication;Technology,Digital Collaborative Systems in Healthcare,
79,79,79,OPEN vhb,Kindeswohl im Blick,Child welfare;Child protection;Prevention;Living environments;Family,Child protection;Child well-being;Child endangerment;Child safety;Parenting;Family support;Legal framework;Child development;Risk factors;Support services,Kindeswohl im Blick,
80,80,80,OPEN vhb,Einführung in die funktionelle Neuroanatomie - in neun Schritten zu Ihrem eigenen Gehirnmodell,biopsychology;neuroanatomy;brain;health sciences;nervous system,Brain;Nervous System;Structure;Functions;Learning;Anatomy;Model;Building;Visualizing;Neuroanatomy,,
81,81,81,OPEN vhb,Deutsch als Fremdsprache – Fachsprache Technik (ab Niveau B2),German as a foreign language;Technical language;German for technicians,Technology;Language;Technical;Study;Engineering;Computer;Science;Communication;Vocabulary;Specialist,Deutsch als Fremdsprache – Fachsprache Technik (ab Niveau B2),
82,82,82,OPEN vhb,Lass es brummen – Fachwissen und Anwendungen für mehr Artenvielfalt vom Garten bis zum Balkon,Biodiversity;Terrace;Natural garden;Insect diversity,Biodiversity;Ecology;Conservation;Gardening;Sustainability;Environment;Nature;Wildlife;Ecosystems;Green spaces,,
83,83,83,OPEN vhb,Faszination Unendlichkeit – Mathematik von Grund auf ohne Rechnen verstehen,Mathematics;Arithmetic;Infinity;Understanding,Infinity;Mathematics;Concept;Explanation;Understanding;Basics;No prior knowledge;Introduction;Easy to understand;Fundamental principles,Faszination Unendlichkeit – Mathematik von Grund auf ohne Rechnen verstehen,
84,84,84,OPEN vhb,0 und 1 verstehen – Vorkurs für informatische Studiengänge,Computer Science;Introduction;Programming;Object Orientation;Recursion,Computer Science;Math Topics;Studies;Training;Refresh;Update;Reinforce;Interactive Learning;Information Technology;Pre-Course,,
85,85,85,OPEN vhb,Die Zehn Gebote: Eine Ethik für heute?,Morals;Norms;Ethics;Ten Commandments;Theology,Ethics;Ten Commandments;Bible;Morality;Contemporary life;Decision-making;Values;Principles;Relevance;Self-reflection,,
86,86,86,OPEN vhb,Schlüsselkompetenz Zeichensetzung,Punctuation;Key qualification,German Punctuation;Sentence Punctuation;Interpunktionszeichen;Punctuation Marks;Sentence Structure;Writing Skills;Grammar Rules;Language Basics;German Language;Writing Fundamentals,,
87,87,87,OPEN vhb,Deutsch als Fremdsprache B2: Gesprochene Sprache verstehen. Hörtraining mit authentischen Texten,Listening comprehension;DaF;German as a foreign language;B2,German Language;Listening Skills;Intermediate Level;Authentic Videos;Exercises;Comprehension;Grammar;Vocabulary;Cultural Aspects;Language Training,,
88,88,88,OPEN vhb,Umgang mit funktionellen Körperbeschwerden,Functional body complaints;Health;Diagnostics;Therapy,Chronic Pain;Physical Complaints;Syndromes;Diagnosis;Treatment;Fibromyalgia;Irritable Bowel Syndrome;Chronic Conditions;Adult Health;Quality of Life,,
89,89,89,OPEN vhb,Anstand im Netz. Digitale Kommunikation ethisch betrachtet,Media ethics;Digital communication;Morality;Fake news;Hate speech,Digital Communication;Online Ethics;Values;Media Literacy;Social Media;Online Safety;Cyberbullying;Digital Citizenship;Online Community;Responsible Internet Use,Anstand im Netz. Digitale Kommunikation ethisch betrachtet,
90,90,90,OPEN vhb,Deutsch als Fremdsprache B1: Hörverstehen - Strategien für die Hochschule,listening comprehension;listening strategies;German as a foreign language;DaF;B1,German Language;Listening Skills;University Students;Language Learning;Listening Strategies;Audio Materials;Video Resources;Study Tips;Academic Topics;Foreign Language,,
91,91,91,OPEN vhb,Schmerz – Von den physiologischen Grundlagen zu therapeutischen Möglichkeiten,Pain;analgesia;painkillers;pain therapy;phantom pain,Pain;Body;Physiology;Treatment;Management;Prevention;Medicine;Anesthesia;Therapy;Health,,
92,92,92,OPEN vhb,Social Innovation: The Innovator’s Quest,innovation;social innovation;society;creativity;sustainabilty,Innovation;Social change;Problem-solving;Creativity;Learning;Development;Skills;Entrepreneurship;Leadership;Sustainability,Social Innovation: The Innovator’s Quest,
93,93,93,OPEN vhb,Smarter German. German as a second foreign language – after English,German as a Foreign Language;Basic German;German A1,German language;English speakers;Language learning;Quick learning;Efficient learning;Receptive skills;Reading skills;Listening skills;Basic language skills;Beginner's course,Smarter German. German as a second foreign language – after English,
94,94,94,OPEN vhb,Health Data Analytics,Analytics;Big Data;Benefits;Healthcare;Methods,Data Analytics;Healthcare;Patient Outcomes;Cost Reduction;Data Science;Statistical Analysis;Visualization;Prediction Models;Health Data;Digital Transformation,Health Data Analytics,
95,95,95,OPEN vhb,KI und Soziale Arbeit,Social work;AI;Artificial intelligence;Digitalization;Digital ethics,Artificial Intelligence;Social Work;Technology;Ethics;Integration;Applications;Limitations;Interpretation;Output;Critical Thinking,KI und Soziale Arbeit,
96,96,96,OPEN vhb,Grundlagen des Ethischen Argumentierens,Argumentation;Ethics;False conclusions;Good argumentation,Argumentation;Ethics;Critical Thinking;Persuasion;Communication;Values;Decision Making;Logic;Reasoning;Moral Principles,Grundlagen des Ethischen Argumentierens,
97,97,97,OPEN vhb,Deutsch lernen mit Fußball – Fachsprachentraining (ab Niveau A2),German;foreign language;sport;soccer;referee,German Language;Football (Soccer);Language Learning;Vocabulary Building;Specialized Training;Online Course;Language Proficiency;Football Terminology;Language Strategies;Bilingual Learning,Deutsch lernen mit Fußball – Fachsprachentraining (ab Niveau A2),
