Unnamed: 0.1,Unnamed: 0,Column1,scope,title,manual_keywords,generated_keywords,name,description,title_en,description_en
40,40,40,OPEN vhb,Von Fakten und Fakes: Interaktive Einführung in die Medienethik,Media ethics;Communication;Television;Newspapers;Internet,Media Ethics;Journalism;Advertising;Responsibility;Ethics;Media Literacy;Communication;Critical Thinking;Media Consumption;Social Responsibility,,,Of facts and fakes: interactive introduction to media ethics,
41,41,41,OPEN vhb,Erfolgreich die Zukunft planen und managen,futurology;futures research;scenario technology;wild cards,Future Planning;Strategic Foresight;Scenario Planning;Business Strategy;Decision Making;Organizational Development;Leadership Skills;Problem Solving;Change Management;Long-Term Thinking,Erfolgreich die Zukunft planen und managen,,Successfully plan and manage the future,
42,42,42,OPEN vhb,Leadership in the Digital Age,Leadership;Communication;Transformational leadership,Leadership;Digital Age;Business;Transformational Leadership;Communication;Trust;Relationships;Responsibility;Success;Effective Leadership,Leadership in the Digital Age,,Leadership in the Digital Age,
43,43,43,OPEN vhb,Schlüsselkompetenz Rechtschreibung,Orthography;Spelling;Key qualification,German Spelling;Basic Knowledge;Orthographic Principles;Spelling Rules;Grammar Fundamentals;Language Skills;Spelling Practice;German Language;Writing Skills;Language Basics,,,Key competence spelling,
44,44,44,OPEN vhb,Strategies for Innovation in Technology Ecosystems and Platforms,Innovation Strategies;Management;Technology Ecosystems;Platforms,Innovation;Technology;Ecosystem;Platforms;Management;Strategy;Adaptation;Environment;Evolution;Business,Strategies for Innovation in Technology Ecosystems and Platforms,,Strategies for Innovation in Technology Ecosystems and Platforms,
45,45,45,OPEN vhb,How to Study in Germany. An Introduction to German Academic Life,Study Orientation;Germany;Study Abroad;International;Student Life,Study Abroad;Germany;University Life;International Students;Academic Preparation;Campus Life;Student Accommodation;Communication Skills;Research Methods;Study Tips,How to Study in Germany. An Introduction to German Academic Life,,How to Study in Germany. An Introduction to German Academic Life,
46,46,46,OPEN vhb,Deutsch als Fremdsprache C1: Grammatik,German as a foreign language;German;grammar;languages,German Language;Grammar Course;Foreign Language;C1 Level;Complex Structures;Contextual Learning;Language Skills;Grammar Rules;German Grammar;Advanced Language Learning,Deutsch als Fremdsprache C1: Grammatik,,German as a foreign language C1: grammar,
47,47,47,OPEN vhb,Migrantengruppen und Integrationspraxis,Migration;Immigration;Migration background;Sociology;Integration,Migrant groups;Integration practices;Germany;Children and youth;Refugees;Muslims;Migration counseling;Cultural sensitivity;Healthcare;Community-based interventions,Migrantengruppen und Integrationspraxis,,Migrant groups and integration practice,
48,48,48,OPEN vhb,Stark in Alltag und Arbeit – Resilienz auf individueller und kollektiver Ebene,Resilience;Mental health;Personal resources;Resilient behavior,Workplace Resilience;Personal Development;Stress Management;Emotional Wellbeing;Team Building;Organizational Development;Crisis Management;Psychological Strength;Coping Skills;Employee Wellbeing,Stark in Alltag und Arbeit – Resilienz auf individueller und kollektiver Ebene,,Strong in everyday life and work - resilience on individual and collective level,
49,49,49,OPEN vhb,Grundlagen wissenschaftlichen Arbeitens für Sozialwissenschaftler*innen,scientific work;basics;social sciences;research process;philosophy of science,Research methods;Scientific writing;Social sciences;Politics;Academic research;Writing skills;Critical thinking;Research design;Methodology;Independent learning,,,Basics of scientific work for social scientists,
50,50,50,OPEN vhb,Digitalisierung am Beispiel Smart Home,Digitalization;Smart Home;Digital transformation;Internet of Things;Sensor networks,Smart Home;Technology;Digitalization;Home Automation;Security;Data Protection;Innovation;Industry Trends;Digital Transformation;Future of Technology,Digitalisierung am Beispiel Smart Home,,Digitization using the example of smart home,
51,51,51,OPEN vhb,Rekonstruktive Verfahren zur Wiederherstellung der weiblichen Brust,Breast cancer;Breast reconstruction;Plastic surgery,Breast Cancer;Breast Reconstruction;Surgery;Plastic Surgery;Reconstructive Surgery;Breast Implants;Tissue Reconstruction;Breast Symmetry;Patient Experience;Lifestyle Advice,Rekonstruktive Verfahren zur Wiederherstellung der weiblichen Brust,,Reconstructive procedure for restoring the female breast,
52,52,52,OPEN vhb,Industry 4.0: Aspects of Organisation (InnoPeer AVM Advanced Training),Organization;AVM;I4.0;Industry 4.0,Industry 40;Smart Factories;Organizational Change;Business Transformation;Human Resources;Business Models;Competitiveness;Digitalization;Manufacturing;Innovation,Industry 4.0: Aspects of Organisation (InnoPeer AVM Advanced Training),,Industry 4.0: Aspects of Organisation (InnoPeer AVM Advanced Training),
53,53,53,OPEN vhb,Social Media Leitfaden: Sicher unterwegs in den sozialen Medien,Social media;legal aspects;social aspects,Social Media;Online Safety;Digital Literacy;Data Protection;Cybersecurity;Online Presence;Goal Setting;Self-Regulation;Risk Awareness;Digital Citizenship,Social Media Leitfaden: Sicher unterwegs in den sozialen Medien,,Social media guidelines: safely on the go on social media,
54,54,54,OPEN vhb,Wortbildung der deutschen Gegenwartssprache,word formation;morphology;german;linguistics;language analysis,German language;Word formation;Language rules;Complex words;German grammar;Vocabulary building;Language patterns;Word components;Language learning;Linguistics,Wortbildung der deutschen Gegenwartssprache,,Word formation of the German contemporary language,
55,55,55,OPEN vhb,Finanzmanagement und Finanzanalyse,financial management;financial analysis;treasury;financing;investment,Financial Management;Financial Analysis;Budgeting;Forecasting;Company Finance;Business Management;Financial Planning;Financial Processes;Treasury Management;Corporate Finance,Finanzmanagement und Finanzanalyse,,Financial management and financial analysis,
56,56,56,OPEN vhb,Inklusion und Partizipation,Inclusion;Participation;Society;School;Diversity,Inclusion;Participation;Society;Education;Work;Community;Diversity;Equality;Human Rights;Empowerment,Inklusion und Partizipation,,Inclusion and participation,
57,57,57,OPEN vhb,ReSpirCare. Religiöse und spirituelle Ressourcen in der Traumaverarbeitung nach Flucht und Migration,Trauma processing;ambivalence of religion and spirituality;strengthening resources;flight;migration,Trauma Recovery;Refugees and Migrants;Religion and Spirituality;Caregivers and Health Professionals;Assessment Tools;Cultural Sensitivity;Self-Care;Empowerment;Traumatic Experiences;Mental Health Support,,,Respircare.Religious and spiritual resources in trauma processing after flight and migration,
58,58,58,OPEN vhb,inGENEious DNA - Can we really de-extinct a dinosaur?,Biology;Evolution;DNA;Dinosaurs;Genes,DNA;De-extinction;Dinosaurs;Genetics;Science;Technology;Biology;Molecules;Evolution;Extinction,inGENEious DNA - Can we really de-extinct a dinosaur?,,inGENEious DNA - Can we really de-extinct a dinosaur?,
59,59,59,OPEN vhb,Auf der Suche nach einer nachhaltigen Entwicklung,Sustainability;Sustainable development;Environment;Climate change;Agenda 2030,Sustainability;Environmentalism;Development;Social Responsibility;Climate Change;Ecosystem;Conservation;Innovation;Community Engagement;Responsible Living,Auf der Suche nach einer nachhaltigen Entwicklung,,Looking for a sustainable development,
60,60,60,OPEN vhb,Genetik – Krankheitsbilder: molekulare/genetische Ursachen und therapeutische Möglichkeiten verstehen,Genetics;Diagnostics;Hereditary diseases;DNA;Mutation,Genetics;DNA;Genes;Diseases;Medicine;Health;Science;Biology;Medicine;Genetic Disorders,,,Genetics - clinical pictures: Molecular/genetic causes and therapeutic possibilities,
61,61,61,OPEN vhb,Chemie – Anorganik in Alltag und Medizin,Atomic structure;Interactions;Reactions;Thermodynamics;Kinetics,Chemistry;Inorganic;Everyday life;Medicine;Lessons;Quizzes;Experiments;Online course;Structured learning;Science,Chemie – Anorganik in Alltag und Medizin,,Chemistry - inorganic in everyday life and medicine,
